Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr)
Carpinus betulus,7.0,5.0,19.6,2.1,6.7,1.08
Platanus x hispanica,19.0,11.0,95.0,5.7,28.3,4.54
Platanus x hispanica,13.0,12.0,113.1,3.9,11.8,1.89
Carpinus betulus,4.0,3.0,7.1,1.2,3.5,0.55
Tilia cordata,9.0,6.0,28.3,2.7,8.2,1.32
Tilia x europaea,4.0,1.5,1.8,1.2,3.0,0.48
Platanus x hispanica,21.0,18.0,254.5,6.3,32.8,5.27
Aesculus hippocastanum,5.5,7.0,38.5,1.7,3.9,0.63
Platanus x hispanica,10.0,11.0,95.0,3.0,8.2,1.31
Carpinus betulus,6.0,3.0,7.1,1.8,1.1,0.18
Carpinus betulus,20.0,4.0,12.6,6.0,0.4,0.06
Celtis australis,13.0,12.0,113.1,3.9,1.8,0.29
Aesculus hippocastanum,4.0,2.0,3.1,1.2,1.3,0.2
Carpinus betulus,11.0,5.0,19.6,3.3,4.8,0.77
Platanus x hispanica,7.0,6.0,28.3,2.1,3.5,0.56
Tilia cordata,13.0,10.0,78.5,3.9,6.0,0.97
Aesculus hippocastanum,11.0,8.0,50.3,3.3,13.5,2.17
Tilia x europaea,5.0,5.0,19.6,1.5,7.6,1.23
Celtis australis,15.0,11.0,95.0,4.5,2.0,0.32
Aesculus hippocastanum,6.0,6.0,28.3,1.8,6.2,0.99
Carpinus betulus,6.0,7.0,38.5,1.8,3.5,0.55
Celtis australis,5.0,5.0,19.6,1.5,0.8,0.14
Carpinus betulus,6.0,4.0,12.6,1.8,1.9,0.3
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Carpinus betulus,8.0,5.0,19.6,2.4,5.6,0.89
Platanus x hispanica,6.0,4.0,12.6,1.8,3.0,0.48
Tilia cordata,5.0,2.5,4.9,1.5,1.3,0.2
Carpinus betulus,4.0,3.0,7.1,1.2,4.2,0.68
Celtis australis,12.5,10.0,78.5,3.8,1.8,0.28
Celtis australis,10.0,6.0,28.3,3.0,1.2,0.19
Tilia x europaea,3.0,2.0,3.1,0.9,4.6,0.73
Carpinus betulus,4.5,2.0,3.1,1.3,1.9,0.3
Celtis australis,6.0,9.0,63.6,1.8,1.6,0.26
Tilia cordata,6.0,6.0,28.3,1.8,2.3,0.36
Celtis australis,5.0,7.0,38.5,1.5,1.1,0.18
Carpinus betulus,15.0,4.0,12.6,4.5,3.9,0.63
Tilia cordata,4.5,2.5,4.9,1.3,1.1,0.18
Platanus x hispanica,4.5,2.5,4.9,1.3,1.3,0.21
Tilia x europaea,8.0,4.0,12.6,2.4,11.6,1.87
Carpinus betulus,7.0,6.0,28.3,2.1,3.9,0.63
Platanus x hispanica,4.0,1.0,0.8,1.2,1.1,0.18
Tilia x europaea,5.0,2.5,4.9,1.5,2.3,0.37
Tilia cordata,5.0,3.0,7.1,1.5,2.4,0.39
Tilia cordata,4.0,4.0,12.6,1.2,1.6,0.25
Aesculus hippocastanum,8.0,5.0,19.6,2.4,19.7,3.16
Celtis australis,5.0,6.0,28.3,1.5,1.3,0.21
Aesculus hippocastanum,10.0,7.0,38.5,3.0,20.3,3.26
Carpinus betulus,4.0,3.0,7.1,1.2,4.2,0.68
Celtis australis,6.0,4.0,12.6,1.8,1.1,0.18
Celtis australis,4.5,3.0,7.1,1.3,0.7,0.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Celtis australis,6.0,6.0,28.3,1.8,0.9,0.15
Tilia x europaea,4.0,2.0,3.1,1.2,4.6,0.73
Celtis australis,3.0,6.0,28.3,0.9,0.9,0.15
Platanus x hispanica,22.0,11.0,95.0,6.6,36.5,5.86
Aesculus hippocastanum,4.5,3.5,9.6,1.3,2.9,0.47
Celtis australis,4.5,3.5,9.6,1.3,0.8,0.13
Aesculus hippocastanum,13.0,8.0,50.3,3.9,8.8,1.41
Tilia cordata,16.0,9.0,63.6,4.8,7.2,1.16
Celtis australis,9.0,8.0,50.3,2.7,2.0,0.32
Tilia x europaea,12.0,11.0,95.0,3.6,16.0,2.57
Celtis australis,12.0,10.0,78.5,3.6,1.8,0.29
Tilia cordata,6.0,4.0,12.6,1.8,2.1,0.34
Celtis australis,9.0,7.0,38.5,2.7,1.2,0.2
Tilia x europaea,3.0,2.0,3.1,0.9,4.6,0.73
Celtis australis,7.0,6.0,28.3,2.1,1.1,0.18
Aesculus hippocastanum,6.0,3.0,7.1,1.8,2.5,0.4
Celtis australis,6.0,4.0,12.6,1.8,1.2,0.19
Aesculus hippocastanum,3.0,3.0,7.1,0.9,0.9,0.15
Celtis australis,4.0,1.5,1.8,1.2,0.5,0.08
Celtis australis,8.0,9.0,63.6,2.4,1.0,0.16
Tilia x europaea,15.0,9.0,63.6,4.5,23.2,3.72
Celtis australis,14.0,11.0,95.0,4.2,2.1,0.33
Celtis australis,14.0,10.0,78.5,4.2,1.6,0.25
Tilia cordata,6.0,2.5,4.9,1.8,1.0,0.16
Celtis australis,13.0,11.0,95.0,3.9,2.0,0.33
Platanus x hispanica,7.0,2.0,3.1,2.1,1.5,0.24
Celtis australis,11.0,10.0,78.5,3.3,1.7,0.27
Aesculus hippocastanum,8.0,6.0,28.3,2.4,11.4,1.83
Carpinus betulus,4.0,2.0,3.1,1.2,3.2,0.52
Celtis australis,6.0,5.0,19.6,1.8,0.8,0.12
Tilia x europaea,18.0,11.0,95.0,5.4,18.3,2.94
Carpinus betulus,6.0,2.5,4.9,1.8,2.5,0.4
Tilia cordata,8.0,7.0,38.5,2.4,2.8,0.45
Aesculus hippocastanum,9.0,7.0,38.5,2.7,15.4,2.47
Tilia cordata,4.0,2.5,4.9,1.2,1.0,0.16
Carpinus betulus,6.2,3.6,10.1,1.9,3.2,0.52
Platanus x hispanica,25.0,18.0,254.5,7.5,5.5,0.88
Tilia x europaea,6.0,3.0,7.1,1.8,5.8,0.94
Platanus x hispanica,7.0,6.0,28.3,2.1,3.2,0.52
Carpinus betulus,6.0,4.0,12.6,1.8,3.0,0.48
Carpinus betulus,4.0,2.0,3.1,1.2,3.2,0.52
Aesculus hippocastanum,6.0,3.0,7.1,1.8,1.7,0.27
Carpinus betulus,8.0,5.0,19.6,2.4,2.7,0.44
Tilia cordata,4.0,2.0,3.1,1.2,0.7,0.11
Platanus x hispanica,22.0,10.0,78.5,6.6,34.9,5.61
Carpinus betulus,6.0,3.0,7.1,1.8,1.7,0.27
Celtis australis,6.0,4.0,12.6,1.8,0.9,0.15
Aesculus hippocastanum,4.5,4.0,12.6,1.3,2.2,0.36
Carpinus betulus,9.0,7.0,38.5,2.7,6.3,1.02
Platanus x hispanica,6.0,2.5,4.9,1.8,1.7,0.28
Celtis australis,4.5,3.0,7.1,1.3,0.7,0.11
Carpinus betulus,5.0,3.0,7.1,1.5,1.7,0.27
Celtis australis,13.0,4.0,12.6,3.9,2.2,0.35
Aesculus hippocastanum,9.0,6.0,28.3,2.7,4.9,0.78
Tilia x europaea,5.0,1.5,1.8,1.5,2.6,0.43
Tilia cordata,5.0,3.0,7.1,1.5,1.3,0.2
Tilia cordata,4.0,3.0,7.1,1.2,1.4,0.23
Celtis australis,8.0,8.0,50.3,2.4,1.0,0.16
Carpinus betulus,5.0,3.0,7.1,1.5,2.1,0.34
Tilia x europaea,5.0,5.0,19.6,1.5,11.1,1.78
Platanus x hispanica,27.0,26.0,530.9,8.1,8.1,1.31
Tilia x europaea,6.0,5.0,19.6,1.8,5.8,0.94
Platanus x hispanica,22.0,18.0,254.5,6.6,31.0,4.98
Tilia x europaea,8.0,10.0,78.5,2.4,23.2,3.72
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Aesculus hippocastanum,6.0,3.0,7.1,1.8,3.0,0.48
Aesculus hippocastanum,3.0,1.0,0.8,0.9,1.1,0.17
Tilia x europaea,6.0,4.0,12.6,1.8,5.0,0.8
Tilia x europaea,5.0,2.5,4.9,1.5,2.3,0.37
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5,0.56
Aesculus hippocastanum,3.5,2.0,3.1,1.0,1.3,0.2
Aesculus hippocastanum,12.0,6.0,28.3,3.6,17.7,2.85
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Tilia x europaea,15.0,8.0,50.3,4.5,33.1,5.31
Tilia cordata,15.0,8.0,50.3,4.5,13.3,2.14
Celtis australis,5.0,4.0,12.6,1.5,1.0,0.16
Celtis australis,10.0,7.0,38.5,3.0,1.6,0.25
Carpinus betulus,4.5,2.0,3.1,1.3,1.5,0.24
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Tilia x europaea,12.0,8.0,50.3,3.6,18.3,2.94
Aesculus hippocastanum,7.0,4.0,12.6,2.1,9.9,1.58
Celtis australis,9.0,8.0,50.3,2.7,1.2,0.19
Celtis australis,8.0,6.0,28.3,2.4,1.1,0.17
Celtis australis,4.5,4.0,12.6,1.3,0.7,0.11
Celtis australis,13.0,12.5,122.7,3.9,2.0,0.32
Tilia cordata,4.0,1.0,0.8,1.2,0.7,0.11
Tilia x europaea,12.0,8.0,50.3,3.6,14.3,2.3
Platanus x hispanica,12.0,9.0,63.6,3.6,9.3,1.5
Tilia cordata,4.0,1.5,1.8,1.2,0.8,0.13
Carpinus betulus,3.5,1.0,0.8,1.0,0.8,0.13
Carpinus betulus,8.0,4.0,12.6,2.4,2.3,0.37
Tilia cordata,4.0,1.0,0.8,1.2,0.8,0.13
Celtis australis,8.0,5.0,19.6,2.4,0.9,0.15
Platanus x hispanica,5.0,2.5,4.9,1.5,1.5,0.24
Platanus x hispanica,6.0,3.0,7.1,1.8,1.7,0.28
Aesculus hippocastanum,8.0,11.0,95.0,2.4,15.3,2.46
Celtis australis,8.0,6.0,28.3,2.4,1.0,0.15
Tilia cordata,6.0,6.0,28.3,1.8,5.5,0.89
Tilia cordata,8.0,7.0,38.5,2.4,3.0,0.48
Platanus x hispanica,8.0,8.0,50.3,2.4,6.0,0.97
Tilia cordata,7.0,6.0,28.3,2.1,2.6,0.42
Celtis australis,4.5,3.0,7.1,1.3,0.7,0.1
Carpinus betulus,6.0,2.0,3.1,1.8,1.1,0.18
Tilia x europaea,4.0,1.5,1.8,1.2,2.0,0.32
Tilia x europaea,8.0,10.0,78.5,2.4,11.6,1.87
Celtis australis,9.0,5.0,19.6,2.7,1.0,0.15
Tilia cordata,7.0,6.0,28.3,2.1,2.8,0.45
Platanus x hispanica,10.0,6.0,28.3,3.0,11.8,1.89
Tilia cordata,4.0,1.5,1.8,1.2,0.8,0.13
Aesculus hippocastanum,7.0,4.0,12.6,2.1,9.5,1.53
Aesculus hippocastanum,12.0,10.0,78.5,3.6,27.2,4.37
Celtis australis,8.0,3.0,7.1,2.4,1.3,0.21
Platanus x hispanica,7.0,7.0,38.5,2.1,4.4,0.71
Platanus x hispanica,6.0,5.0,19.6,1.8,2.7,0.43
Aesculus hippocastanum,9.0,8.0,50.3,2.7,8.9,1.43
Tilia cordata,5.0,3.0,7.1,1.5,1.1,0.18
Platanus x hispanica,6.0,4.0,12.6,1.8,3.5,0.56
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Platanus x hispanica,7.0,6.0,28.3,2.1,4.7,0.76
Platanus x hispanica,11.0,9.0,63.6,3.3,4.4,0.71
Aesculus hippocastanum,10.0,7.0,38.5,3.0,5.8,0.93
Aesculus hippocastanum,3.5,2.0,3.1,1.0,1.8,0.29
Celtis australis,4.0,1.0,0.8,1.2,0.4,0.07
Tilia x europaea,8.0,10.0,78.5,2.4,11.6,1.87
Aesculus hippocastanum,9.0,6.0,28.3,2.7,12.6,2.02
Celtis australis,12.0,10.0,78.5,3.6,1.7,0.28
Tilia x europaea,7.0,4.0,12.6,2.1,4.6,0.73
Carpinus betulus,4.5,3.0,7.1,1.3,1.7,0.27
Carpinus betulus,10.0,6.5,33.2,3.0,5.3,0.85
Celtis australis,16.0,4.5,15.9,4.8,1.8,0.28
Platanus x hispanica,10.0,9.0,63.6,3.0,3.8,0.61
Tilia cordata,4.0,4.0,12.6,1.2,1.1,0.18
Celtis australis,6.0,8.0,50.3,1.8,1.1,0.17
Tilia x europaea,10.0,9.0,63.6,3.0,12.7,2.04
Tilia cordata,6.0,4.0,12.6,1.8,2.1,0.34
Celtis australis,4.0,1.5,1.8,1.2,0.4,0.07
Aesculus hippocastanum,8.0,12.0,113.1,2.4,17.7,2.84
Tilia cordata,4.0,2.0,3.1,1.2,0.8,0.13
Carpinus betulus,8.0,6.0,28.3,2.4,4.9,0.78
Carpinus betulus,6.0,2.0,3.1,1.8,0.6,0.1
Platanus x hispanica,4.5,1.5,1.8,1.3,1.1,0.18
Tilia cordata,9.0,5.0,19.6,2.7,6.0,0.97
Celtis australis,11.0,10.0,78.5,3.3,1.5,0.25
Celtis australis,6.0,4.0,12.6,1.8,0.9,0.15
Carpinus betulus,5.0,3.0,7.1,1.5,1.9,0.3
Aesculus hippocastanum,6.0,6.0,28.3,1.8,6.8,1.09
Celtis australis,6.0,5.0,19.6,1.8,0.8,0.12
Celtis australis,7.0,4.0,12.6,2.1,0.8,0.13
Tilia x europaea,3.0,1.5,1.8,0.9,2.3,0.37
Celtis australis,4.0,1.5,1.8,1.2,0.5,0.08
Tilia x europaea,19.0,9.0,63.6,5.7,40.2,6.46
Tilia cordata,4.0,2.0,3.1,1.2,0.8,0.13
Carpinus betulus,4.5,2.0,3.1,1.3,1.5,0.24
Celtis australis,6.0,6.0,28.3,1.8,1.2,0.19
Aesculus hippocastanum,3.5,2.0,3.1,1.0,1.1,0.18
Celtis australis,6.0,4.0,12.6,1.8,0.8,0.14
Tilia cordata,5.5,5.0,19.6,1.7,2.1,0.34
Carpinus betulus,12.0,6.0,28.3,3.6,6.3,1.01
Tilia x europaea,9.0,7.0,38.5,2.7,6.7,1.08
Tilia x europaea,5.0,5.0,19.6,1.5,5.8,0.94
Platanus x hispanica,7.0,7.0,38.5,2.1,4.7,0.76
Tilia x europaea,14.0,8.0,50.3,4.2,23.2,3.72
Platanus x hispanica,7.0,6.0,28.3,2.1,5.3,0.86
Tilia cordata,7.0,6.0,28.3,2.1,2.8,0.45
Carpinus betulus,3.0,2.0,3.1,0.9,3.0,0.48
Carpinus betulus,6.0,2.0,3.1,1.8,0.6,0.1
Tilia x europaea,4.0,4.0,12.6,1.2,3.4,0.54
Tilia cordata,5.0,4.0,12.6,1.5,2.3,0.36
Tilia x europaea,4.0,2.5,4.9,1.2,2.3,0.37
Celtis australis,3.5,4.0,12.6,1.0,0.7,0.12
Celtis australis,11.0,4.0,12.6,3.3,0.9,0.14
Celtis australis,12.0,9.0,63.6,3.6,1.7,0.28
Celtis australis,3.0,1.0,0.8,0.9,0.6,0.1
Celtis australis,4.0,5.0,19.6,1.2,0.8,0.13
Aesculus hippocastanum,15.0,15.0,176.7,4.5,13.7,2.21
Platanus x hispanica,8.0,7.0,38.5,2.4,3.5,0.56
Celtis australis,10.0,10.0,78.5,3.0,1.3,0.21
Platanus x hispanica,7.0,6.0,28.3,2.1,4.1,0.66
Aesculus hippocastanum,3.0,3.0,7.1,0.9,2.0,0.32
Celtis australis,8.0,6.0,28.3,2.4,1.1,0.18
Tilia x europaea,8.0,4.0,12.6,2.4,11.6,1.87
Aesculus hippocastanum,8.0,8.0,50.3,2.4,4.0,0.65
Tilia x europaea,5.0,3.0,7.1,1.5,4.6,0.73
Celtis australis,8.0,8.0,50.3,2.4,1.2,0.19
Celtis australis,6.0,2.0,3.1,1.8,1.3,0.2
Tilia x europaea,4.0,1.0,0.8,1.2,1.3,0.22
Carpinus betulus,5.0,3.0,7.1,1.5,3.9,0.63
Celtis australis,5.0,5.0,19.6,1.5,0.7,0.12
Celtis australis,6.0,4.0,12.6,1.8,0.7,0.11
Celtis australis,5.0,3.0,7.1,1.5,0.8,0.12
Platanus x hispanica,11.0,9.0,63.6,3.3,5.3,0.86
Tilia x europaea,15.0,8.0,50.3,4.5,36.6,5.87
Aesculus hippocastanum,8.0,6.0,28.3,2.4,5.7,0.91
Carpinus betulus,6.0,4.0,12.6,1.8,3.0,0.48
Aesculus hippocastanum,5.0,5.0,19.6,1.5,13.1,2.1
Tilia cordata,11.0,10.0,78.5,3.3,4.4,0.71
Celtis australis,12.0,10.0,78.5,3.6,1.6,0.25
Platanus x hispanica,25.0,12.0,113.1,7.5,30.1,4.83
Carpinus betulus,4.0,2.0,3.1,1.2,3.5,0.55
Tilia x europaea,11.0,9.0,63.6,3.3,16.0,2.57
Tilia x europaea,8.0,6.5,33.2,2.4,9.1,1.46
Tilia cordata,3.0,1.0,0.8,0.9,0.8,0.13
Aesculus hippocastanum,12.0,11.0,95.0,3.6,15.6,2.51
Carpinus betulus,4.0,4.0,12.6,1.2,3.5,0.55
Carpinus betulus,7.0,6.0,28.3,2.1,3.9,0.63
Tilia x europaea,8.0,1.0,0.8,2.4,0.3,0.05
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Platanus x hispanica,25.0,10.0,78.5,7.5,0.3,0.04
Celtis australis,5.0,3.0,7.1,1.5,0.8,0.12
Aesculus hippocastanum,13.0,12.0,113.1,3.9,23.3,3.75
Carpinus betulus,4.0,2.5,4.9,1.2,1.5,0.24
Celtis australis,6.0,5.0,19.6,1.8,0.7,0.12
Tilia cordata,18.0,6.0,28.3,5.4,12.5,2.0
Tilia x europaea,13.0,8.0,50.3,3.9,29.7,4.77
Tilia cordata,4.0,1.5,1.8,1.2,1.0,0.16
Tilia cordata,5.0,4.0,12.6,1.5,1.6,0.25
Tilia x europaea,15.0,8.0,50.3,4.5,23.2,3.72
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Celtis australis,6.0,6.0,28.3,1.8,1.0,0.15
Celtis australis,6.0,6.0,28.3,1.8,1.0,0.16
Aesculus hippocastanum,12.0,8.0,50.3,3.6,11.2,1.81
Carpinus betulus,4.0,1.5,1.8,1.2,1.1,0.18
Platanus x hispanica,16.0,22.0,380.1,4.8,8.1,1.31
Carpinus betulus,3.0,1.0,0.8,0.9,1.3,0.21
Celtis australis,8.0,6.0,28.3,2.4,1.1,0.17
Celtis australis,6.0,5.0,19.6,1.8,1.5,0.24
Aesculus hippocastanum,15.0,7.0,38.5,4.5,16.2,2.61
Tilia cordata,8.0,7.0,38.5,2.4,3.2,0.52
Celtis australis,8.0,7.0,38.5,2.4,1.8,0.3
Platanus x hispanica,4.5,1.5,1.8,1.3,0.9,0.15
Celtis australis,14.0,12.0,113.1,4.2,1.9,0.31
Tilia x europaea,7.0,5.0,19.6,2.1,9.1,1.46
Tilia cordata,5.0,4.0,12.6,1.5,1.9,0.31
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Carpinus betulus,5.0,2.0,3.1,1.5,1.7,0.27
Carpinus betulus,7.0,4.0,12.6,2.1,2.3,0.37
Carpinus betulus,12.0,7.0,38.5,3.6,4.5,0.72
Carpinus betulus,4.0,1.5,1.8,1.2,1.1,0.18
Celtis australis,4.0,4.0,12.6,1.2,0.8,0.12
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Aesculus hippocastanum,3.0,1.0,0.8,0.9,0.5,0.08
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Carpinus betulus,4.5,2.5,4.9,1.3,1.5,0.24
Aesculus hippocastanum,5.0,4.0,12.6,1.5,3.2,0.51
Celtis australis,6.0,6.0,28.3,1.8,1.2,0.19
Celtis australis,6.0,6.0,28.3,1.8,1.1,0.17
Tilia x europaea,5.0,5.0,19.6,1.5,10.1,1.62
Aesculus hippocastanum,6.0,4.0,12.6,1.8,4.7,0.76
Platanus x hispanica,21.0,17.0,227.0,6.3,30.1,4.83
Carpinus betulus,8.0,6.0,28.3,2.4,2.5,0.4
Carpinus betulus,8.0,6.0,28.3,2.4,2.3,0.37
Aesculus hippocastanum,8.0,4.0,12.6,2.4,7.9,1.26
Platanus x hispanica,7.0,6.0,28.3,2.1,3.2,0.52
Platanus x hispanica,17.0,17.0,227.0,5.1,23.0,3.7
Carpinus betulus,5.0,2.0,3.1,1.5,3.0,0.48
Carpinus betulus,14.0,7.0,38.5,4.2,3.2,0.52
Carpinus betulus,4.5,2.5,4.9,1.3,1.5,0.24
Tilia cordata,4.0,1.5,1.8,1.2,0.7,0.11
Carpinus betulus,4.0,1.5,1.8,1.2,1.7,0.27
Celtis australis,8.0,7.0,38.5,2.4,0.9,0.15
Carpinus betulus,4.0,2.0,3.1,1.2,3.2,0.52
Aesculus hippocastanum,4.0,2.5,4.9,1.2,2.2,0.36
Carpinus betulus,6.0,4.0,12.6,1.8,5.3,0.85
Celtis australis,12.0,10.0,78.5,3.6,1.8,0.29
Tilia x europaea,4.0,2.5,4.9,1.2,2.3,0.37
Celtis australis,12.5,11.0,95.0,3.8,1.6,0.26
Aesculus hippocastanum,8.0,4.0,12.6,2.4,4.8,0.78
Tilia cordata,11.0,8.0,50.3,3.3,5.3,0.86
Celtis australis,9.0,8.0,50.3,2.7,1.4,0.23
Celtis australis,4.5,3.0,7.1,1.3,0.7,0.11
Platanus x hispanica,24.0,17.0,227.0,7.2,34.9,5.61
Celtis australis,14.0,12.0,113.1,4.2,2.0,0.33
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Aesculus hippocastanum,8.4,6.4,32.7,2.5,9.4,1.51
Carpinus betulus,4.5,2.5,4.9,1.3,1.7,0.27
Aesculus hippocastanum,3.5,2.0,3.1,1.0,1.3,0.2
Celtis australis,10.0,8.0,50.3,3.0,1.6,0.25
Tilia cordata,6.4,4.4,14.9,1.9,2.6,0.41
Tilia cordata,4.0,1.5,1.8,1.2,1.0,0.16
Aesculus hippocastanum,15.0,8.0,50.3,4.5,7.5,1.21
Celtis australis,5.0,4.0,12.6,1.5,0.8,0.12
Platanus x hispanica,6.0,1.5,1.8,1.8,1.1,0.18
Carpinus betulus,6.0,3.0,7.1,1.8,3.5,0.55
Celtis australis,5.0,3.0,7.1,1.5,0.6,0.09
Celtis australis,6.0,6.0,28.3,1.8,1.2,0.19
Tilia x europaea,15.0,10.0,78.5,4.5,36.6,5.87
Celtis australis,9.0,7.0,38.5,2.7,1.4,0.22
Tilia x europaea,17.0,7.0,38.5,5.1,17.1,2.75
Tilia x europaea,12.0,11.0,95.0,3.6,17.1,2.75
Tilia x europaea,5.0,4.0,12.6,1.5,3.4,0.54
Tilia x europaea,8.6,8.0,50.3,2.6,5.8,0.94
Celtis australis,4.0,5.0,19.6,1.2,1.5,0.24
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
Aesculus hippocastanum,6.0,4.0,12.6,1.8,4.7,0.76
Celtis australis,13.0,12.0,113.1,3.9,1.7,0.28
Tilia cordata,4.0,2.5,4.9,1.2,1.0,0.16
Tilia cordata,2.5,1.5,1.8,0.8,0.8,0.13
Aesculus hippocastanum,2.5,1.5,1.8,0.8,0.9,0.15
Tilia cordata,6.5,4.0,12.6,1.9,2.6,0.42
Tilia x europaea,5.0,2.5,4.9,1.5,1.6,0.26
Tilia x europaea,5.0,4.0,12.6,1.5,9.1,1.46
Aesculus hippocastanum,8.0,4.0,12.6,2.4,17.5,2.8
Celtis australis,9.0,7.0,38.5,2.7,1.2,0.2
Celtis australis,4.0,5.0,19.6,1.2,1.7,0.27
Platanus x hispanica,6.0,3.0,7.1,1.8,1.3,0.21
Tilia x europaea,14.0,9.0,63.6,4.2,13.8,2.21
Aesculus hippocastanum,3.5,2.5,4.9,1.0,1.6,0.26
Platanus x hispanica,9.0,8.0,50.3,2.7,3.2,0.52
Aesculus hippocastanum,11.0,6.0,28.3,3.3,11.6,1.86
Aesculus hippocastanum,12.0,7.0,38.5,3.6,13.6,2.18
Platanus x hispanica,9.0,8.0,50.3,2.7,5.0,0.81
Celtis australis,6.0,6.0,28.3,1.8,1.2,0.19
Carpinus betulus,6.0,6.0,28.3,1.8,3.0,0.48
Aesculus hippocastanum,10.0,11.0,95.0,3.0,16.7,2.69
Carpinus betulus,5.0,3.0,7.1,1.5,3.5,0.55
Platanus x hispanica,8.0,8.5,56.7,2.4,6.7,1.08
Aesculus hippocastanum,10.0,4.0,12.6,3.0,17.6,2.83
Carpinus betulus,4.0,2.0,3.1,1.2,3.5,0.55
Platanus x hispanica,7.0,3.0,7.1,2.1,1.7,0.28
Carpinus betulus,4.0,2.0,3.1,1.2,3.0,0.48
Aesculus hippocastanum,12.0,10.0,78.5,3.6,16.0,2.57
Tilia x europaea,8.0,10.0,78.5,2.4,11.6,1.87
Tilia x europaea,7.0,6.0,28.3,2.1,5.8,0.94
Aesculus hippocastanum,12.0,10.0,78.5,3.6,29.7,4.78
Aesculus hippocastanum,7.0,6.0,28.3,2.1,10.2,1.64
Aesculus hippocastanum,4.0,3.0,7.1,1.2,1.6,0.26
Celtis australis,3.0,1.0,0.8,0.9,0.5,0.08
Carpinus betulus,7.0,5.0,19.6,2.1,3.2,0.52
Celtis australis,10.0,12.0,113.1,3.0,1.4,0.23
Celtis australis,13.0,7.0,38.5,3.9,1.7,0.27
Carpinus betulus,11.0,6.0,28.3,3.3,6.7,1.07
Platanus x hispanica,21.0,12.0,113.1,6.3,31.0,4.98
Carpinus betulus,8.0,3.0,7.1,2.4,3.9,0.63
Aesculus hippocastanum,3.5,2.5,4.9,1.0,1.4,0.23
Tilia cordata,8.0,6.0,28.3,2.4,3.4,0.55
Celtis australis,9.0,8.0,50.3,2.7,1.3,0.2
Celtis australis,6.0,6.0,28.3,1.8,1.0,0.16
Carpinus betulus,4.5,1.5,1.8,1.3,1.3,0.21
Platanus x hispanica,6.0,6.0,28.3,1.8,3.2,0.52
Aesculus hippocastanum,8.0,8.0,50.3,2.4,4.6,0.73
Aesculus hippocastanum,12.0,7.0,38.5,3.6,22.3,3.58
Tilia x europaea,6.0,4.0,12.6,1.8,3.8,0.6
Carpinus betulus,4.0,1.5,1.8,1.2,1.1,0.18
Platanus x hispanica,6.0,3.0,7.1,1.8,2.4,0.39
Tilia cordata,8.0,8.0,50.3,2.4,4.9,0.78
Tilia cordata,4.0,2.5,4.9,1.2,1.1,0.18
Carpinus betulus,8.0,8.0,50.3,2.4,6.1,0.98
Platanus x hispanica,6.0,2.5,4.9,1.8,1.5,0.24
Aesculus hippocastanum,14.0,7.0,38.5,4.2,29.3,4.7
Carpinus betulus,3.0,2.0,3.1,0.9,2.1,0.34
Platanus x hispanica,25.0,24.0,452.4,7.5,0.3,0.04
Tilia cordata,5.0,4.0,12.6,1.5,1.9,0.31
Celtis australis,14.0,12.0,113.1,4.2,2.2,0.35
Celtis australis,20.0,4.0,12.6,6.0,1.3,0.21
Celtis australis,10.0,8.0,50.3,3.0,1.1,0.18
Aesculus hippocastanum,8.4,6.0,28.3,2.5,7.9,1.27
Tilia cordata,4.0,2.0,3.1,1.2,0.8,0.13
Aesculus hippocastanum,3.0,1.0,0.8,0.9,1.1,0.17
Platanus x hispanica,21.0,15.0,176.7,6.3,20.5,3.3
Aesculus hippocastanum,10.0,7.0,38.5,3.0,20.3,3.26
Aesculus hippocastanum,13.0,7.0,38.5,3.9,12.8,2.06
Celtis australis,7.0,7.0,38.5,2.1,1.2,0.19
Tilia cordata,14.0,12.0,113.1,4.2,4.9,0.78
Aesculus hippocastanum,5.0,4.0,12.6,1.5,2.9,0.47
Tilia cordata,19.0,11.0,95.0,5.7,16.9,2.71
Celtis australis,15.0,12.0,113.1,4.5,2.1,0.33
Aesculus hippocastanum,9.0,12.0,113.1,2.7,15.4,2.47
Tilia cordata,7.0,6.0,28.3,2.1,2.3,0.36
Carpinus betulus,4.0,3.0,7.1,1.2,1.1,0.18
Celtis australis,8.3,6.7,35.2,2.5,1.3,0.21
